track_name,track_artist,track_popularity,track_album_name,track_album_release_date,playlist_name,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
Heart Talk,Alex McArtor,39,"Heart Talk, Vol. I",2019,"Classic Rock 70s 80s 90s, Rock Classics - 70s Rock, 80s Rock, 90s Rock Rock  Classicos",rock,classic rock,0.42,0.687,9,-7.466,1,0.0288,0.000499,2.4e-06,0.315,0.34,164.044,235338
Both of You,Patrick Martin,43,Both of You,2019,"Classic Rock 70s 80s 90s, Rock Classics - 70s Rock, 80s Rock, 90s Rock Rock  Classicos",rock,classic rock,0.631,0.851,8,-2.673,1,0.0561,0.516,0.0,0.209,0.727,161.906,179648
The Whole Truth,Abby K,23,The Whole Truth,2019,"Classic Rock 70s 80s 90s, Rock Classics - 70s Rock, 80s Rock, 90s Rock Rock  Classicos",rock,classic rock,0.682,0.434,7,-7.226,1,0.0282,0.546,1.32e-06,0.0915,0.382,124.964,237320
Lost in You Now,Brooke Lanziner,34,About Me - EP,2019,"Classic Rock 70s 80s 90s, Rock Classics - 70s Rock, 80s Rock, 90s Rock Rock  Classicos",rock,classic rock,0.567,0.582,4,-7.238,1,0.0354,0.0865,3.4e-06,0.111,0.538,84.017,143933
Show Me,Raquel Aurilia,23,Show Me,2019,"Classic Rock 70s 80s 90s, Rock Classics - 70s Rock, 80s Rock, 90s Rock Rock  Classicos",rock,classic rock,0.583,0.375,7,-13.685,1,0.0288,0.757,3.27e-05,0.152,0.376,95.991,229070
Satisfy Me,The Unfits,52,Satisfy Me,2019,"Classic Rock 70s 80s 90s, Rock Classics - 70s Rock, 80s Rock, 90s Rock Rock  Classicos",rock,classic rock,0.579,0.576,0,-9.615,1,0.0375,0.0252,0.043,0.13,0.196,105.081,244120
"Short Skirt, Bare Knees",Tyler Boone,34,"Short Skirt, Bare Knees",2017,"Classic Rock 70s 80s 90s, Rock Classics - 70s Rock, 80s Rock, 90s Rock Rock  Classicos",rock,classic rock,0.379,0.976,11,-5.856,0,0.156,4.22e-06,0.406,0.267,0.243,176.093,191000
Tears of Love,TOSH,32,TOSH,2019,"Classic Rock 70s 80s 90s, Rock Classics - 70s Rock, 80s Rock, 90s Rock Rock  Classicos",rock,classic rock,0.578,0.482,9,-7.621,0,0.0249,0.034,3.23e-05,0.201,0.424,75.503,197120
To Be a Man,4FOXSAKE,28,Make Believe,2019,"Classic Rock 70s 80s 90s, Rock Classics - 70s Rock, 80s Rock, 90s Rock Rock  Classicos",rock,classic rock,0.298,0.974,4,-3.935,1,0.0696,0.000264,7.11e-06,0.269,0.569,160.541,191184
Princes Of The Universe,Queen,0,A Kind Of Magic,1986,"Classic Rock 70s 80s 90s, Rock Classics - 70s Rock, 80s Rock, 90s Rock Rock  Classicos",rock,classic rock,0.396,0.623,7,-14.327,1,0.0633,0.0273,0.0,0.313,0.34,81.326,213200
Promise Me,Brian Mackey,29,Promise Me,2019,"Classic Rock 70s 80s 90s, Rock Classics - 70s Rock, 80s Rock, 90s Rock Rock  Classicos",rock,classic rock,0.608,0.818,4,-4.938,1,0.031,0.000657,0.000306,0.323,0.512,109.996,197181
Sick As Our Secrets,Makes My Blood Dance,27,Sick As Our Secrets,2019,"Classic Rock 70s 80s 90s, Rock Classics - 70s Rock, 80s Rock, 90s Rock Rock  Classicos",rock,classic rock,0.536,0.846,9,-5.988,1,0.0355,3.05e-05,0.0137,0.103,0.508,112.066,238657
The Way,Evan Troop,33,The Way,2019,"Classic Rock 70s 80s 90s, Rock Classics - 70s Rock, 80s Rock, 90s Rock Rock  Classicos",rock,classic rock,0.592,0.804,0,-6.295,0,0.0269,0.144,0.0,0.442,0.61,107.969,172774
Iron Man,Black Sabbath,1,Paranoid,1970,"Classic Rock 70s 80s 90s, Rock Classics - 70s Rock, 80s Rock, 90s Rock Rock  Classicos",rock,classic rock,0.339,0.824,9,-9.522,1,0.0938,0.00521,0.00432,0.0803,0.538,154.573,354240
Drive Slow,Skrizzly Adams,36,Drive Slow,2019,"Classic Rock 70s 80s 90s, Rock Classics - 70s Rock, 80s Rock, 90s Rock Rock  Classicos",rock,classic rock,0.696,0.347,11,-9.494,1,0.0252,0.1,6.03e-06,0.0987,0.201,96.013,202189
Donna,The Inoculated Canaries,19,Donna,2019,"Classic Rock 70s 80s 90s, Rock Classics - 70s Rock, 80s Rock, 90s Rock Rock  Classicos",rock,classic rock,0.452,0.726,7,-5.433,1,0.0508,0.00275,0.00285,0.375,0.811,176.132,246093
Broken/Scarred,Christopher Shayne,32,Broken / Scarred,2019,"Classic Rock 70s 80s 90s, Rock Classics - 70s Rock, 80s Rock, 90s Rock Rock  Classicos",rock,classic rock,0.465,0.837,6,-3.744,1,0.033,0.0749,0.0,0.0904,0.456,145.9,209623
My Pickup Song,John Belthoff,31,My Pickup Song,2019,"Classic Rock 70s 80s 90s, Rock Classics - 70s Rock, 80s Rock, 90s Rock Rock  Classicos",rock,classic rock,0.683,0.716,9,-6.61,1,0.0305,0.00157,0.0,0.319,0.821,112.024,243910
Reflections,Irvine,25,Reflections,2019,"Classic Rock 70s 80s 90s, Rock Classics - 70s Rock, 80s Rock, 90s Rock Rock  Classicos",rock,classic rock,0.621,0.474,0,-12.238,1,0.041,0.244,0.00948,0.166,0.306,94.036,222128
Manimals,Tarun,44,Manimals,2019,"Classic Rock 70s 80s 90s, Rock Classics - 70s Rock, 80s Rock, 90s Rock Rock  Classicos",rock,classic rock,0.582,0.542,1,-13.014,0,0.0349,0.00112,0.0,0.546,0.426,109.993,219875
Have You Ever Seen The Rain?,Creedence Clearwater Revival,3,Pendulum (40th Anniversary Edition),1970,"Classic Rock 70s 80s 90s, Rock Classics - 70s Rock, 80s Rock, 90s Rock Rock  Classicos",rock,classic rock,0.741,0.697,0,-7.028,1,0.0277,0.0664,2.28e-05,0.133,0.774,116.109,160133
I Want Your Love,Dez Money,34,I Want Your Love,2019,"Classic Rock 70s 80s 90s, Rock Classics - 70s Rock, 80s Rock, 90s Rock Rock  Classicos",rock,classic rock,0.543,0.818,5,-6.452,0,0.0464,0.00761,0.0115,0.0961,0.334,124.979,243382
My Foolish Heart,Abby K,31,The Whole Truth,2019,"Classic Rock 70s 80s 90s, Rock Classics - 70s Rock, 80s Rock, 90s Rock Rock  Classicos",rock,classic rock,0.579,0.505,0,-7.745,1,0.0417,0.812,0.0,0.0754,0.266,134.871,238507
My Religion,Wilderlife,25,My Religion,2019,"Classic Rock 70s 80s 90s, Rock Classics - 70s Rock, 80s Rock, 90s Rock Rock  Classicos",rock,classic rock,0.435,0.726,2,-6.255,1,0.0361,0.000465,0.00832,0.174,0.389,148.016,179187
Solitario Rock and Roll,Té de Brujas,33,Contracauce,2018,"Classic Rock 70s 80s 90s, Rock Classics - 70s Rock, 80s Rock, 90s Rock Rock  Classicos",rock,classic rock,0.694,0.739,2,-4.082,1,0.0378,0.175,3.93e-06,0.141,0.408,111.943,296312
Stereo,Hey Guy,25,Stereo,2019,"Classic Rock 70s 80s 90s, Rock Classics - 70s Rock, 80s Rock, 90s Rock Rock  Classicos",rock,classic rock,0.516,0.72,6,-4.738,0,0.0356,0.000242,3.32e-06,0.12,0.366,100.584,219400
Metal Health (Bang Your Head),Quiet Riot,32,Guitar Heroes: Rock Of The 80s,2007,"Classic Rock 70s 80s 90s, Rock Classics - 70s Rock, 80s Rock, 90s Rock Rock  Classicos",rock,classic rock,0.592,0.909,7,-6.288,1,0.055,0.000726,0.000398,0.085,0.517,123.086,319320
18 And Life,Skid Row,2,Rhino Hi-Five: Skid Row,2005,"Classic Rock 70s 80s 90s, Rock Classics - 70s Rock, 80s Rock, 90s Rock Rock  Classicos",rock,classic rock,0.456,0.79,1,-5.598,0,0.0292,0.000419,0.000135,0.105,0.355,90.4,229467
Almost Love,Ashlie Amber,31,Almost Love,2019,"Classic Rock 70s 80s 90s, Rock Classics - 70s Rock, 80s Rock, 90s Rock Rock  Classicos",rock,classic rock,0.413,0.613,11,-6.287,1,0.0297,0.135,0.0,0.286,0.408,171.837,203150
Lemonade,The Old Americana Band,26,Batch 2,2019,"Classic Rock 70s 80s 90s, Rock Classics - 70s Rock, 80s Rock, 90s Rock Rock  Classicos",rock,classic rock,0.7,0.611,2,-8.396,1,0.0317,0.0241,0.0,0.505,0.727,113.927,261579
Royal Pigs,Broken Baby,26,Royal Pigs,2019,"Classic Rock 70s 80s 90s, Rock Classics - 70s Rock, 80s Rock, 90s Rock Rock  Classicos",rock,classic rock,0.455,0.898,1,-5.796,1,0.0482,4.43e-05,0.139,0.135,0.709,180.11,201056
You've Got Another Thing Coming,Judas Priest,1,Playlist: The Very Best of Judas Priest,2008,"Classic Rock 70s 80s 90s, Rock Classics - 70s Rock, 80s Rock, 90s Rock Rock  Classicos",rock,classic rock,0.516,0.805,6,-7.629,0,0.0474,0.00426,6.58e-06,0.108,0.516,138.206,309293
Do Me Right,Hollis Brown,40,Ozone Park,2019,"Classic Rock 70s 80s 90s, Rock Classics - 70s Rock, 80s Rock, 90s Rock Rock  Classicos",rock,classic rock,0.689,0.679,5,-6.735,1,0.0315,0.00028,3.38e-05,0.0986,0.43,136.988,278213
Strange Direction,Brothers Page,30,Strange Direction,2019,"Classic Rock 70s 80s 90s, Rock Classics - 70s Rock, 80s Rock, 90s Rock Rock  Classicos",rock,classic rock,0.62,0.73,2,-7.625,1,0.209,0.0101,4.76e-05,0.624,0.523,96.01,231345
Rebel.,After 10,27,Rebel.,2018,"Classic Rock 70s 80s 90s, Rock Classics - 70s Rock, 80s Rock, 90s Rock Rock  Classicos",rock,classic rock,0.405,0.918,11,-4.031,1,0.0797,9.7e-05,0.000435,0.339,0.408,90.035,195213
Tuesday's Gone,Lynyrd Skynyrd,0,Favorites,2008,Southern Rock/Classic Rock,rock,classic rock,0.225,0.614,9,-8.112,1,0.0304,0.0216,0.000235,0.0794,0.454,147.724,452813
La Grange - 1999 Remaster,ZZ Top,55,Rancho Texicano: The Very Best of ZZ Top,2004,Southern Rock/Classic Rock,rock,classic rock,0.552,0.651,4,-10.624,0,0.229,0.00494,0.0349,0.132,0.533,161.548,232533
Brown Sugar,ZZ Top,42,ZZ Top's First Album,1970,Southern Rock/Classic Rock,rock,classic rock,0.587,0.413,4,-11.317,0,0.059,0.661,0.0853,0.269,0.548,107.431,324560
"I'm Bad, I'm Nationwide",ZZ Top,41,Deguello,1979,Southern Rock/Classic Rock,rock,classic rock,0.661,0.522,7,-13.05,0,0.0307,0.373,0.00058,0.0733,0.897,102.454,286573
Tush,ZZ Top,19,The ZZ Top Sixpack,1987,Southern Rock/Classic Rock,rock,classic rock,0.546,0.864,7,-7.632,1,0.0393,0.0908,0.00814,0.277,0.863,145.652,137240
Free-For-All,Ted Nugent,25,The Essential Ted Nugent,2010,Southern Rock/Classic Rock,rock,classic rock,0.519,0.853,9,-6.534,1,0.0411,0.0461,0.00032,0.159,0.532,109.745,201760
Heard It in a Love Song,The Marshall Tucker Band,46,Where a Country Boy Belongs,2006,Southern Rock/Classic Rock,rock,classic rock,0.552,0.802,2,-7.479,1,0.04,0.164,0.00114,0.13,0.631,152.807,295667
Wang Dang Sweet Poontang,Ted Nugent,17,The Essential Ted Nugent,2010,Southern Rock/Classic Rock,rock,classic rock,0.28,0.978,2,-3.505,1,0.211,0.00353,0.0755,0.117,0.573,193.325,196440
Someday Never Comes,Creedence Clearwater Revival,55,Mardi Gras,1972,Southern Rock/Classic Rock,rock,classic rock,0.69,0.367,11,-14.697,1,0.0368,0.036,0.0,0.0774,0.324,136.945,239507
Cocaine Habit,Old Crow Medicine Show,37,Big Iron World,2006,Southern Rock/Classic Rock,rock,classic rock,0.664,0.775,9,-4.601,1,0.207,0.757,2.28e-06,0.0874,0.914,160.724,162707
The Weight,Smith,0,Easy Rider DELUXE EDITION,2004,Southern Rock/Classic Rock,rock,classic rock,0.474,0.476,7,-10.749,1,0.0298,0.0272,7.34e-05,0.118,0.453,145.93,276160
Atlantic City,The Band,61,Jericho,1993,Southern Rock/Classic Rock,rock,classic rock,0.648,0.525,9,-9.213,1,0.0241,0.466,1.5e-06,0.165,0.724,98.131,314840
Long Distance Operator - Remastered,The Band,20,Capitol Rarities 1968-1977 (Remastered),2015,Southern Rock/Classic Rock,rock,classic rock,0.654,0.711,0,-7.522,1,0.0524,0.577,0.00434,0.127,0.879,139.966,238333
Get Up Jake - Stereo Remix/Remastered,The Band,15,Capitol Rarities 1968-1977 (Remastered),2015,Southern Rock/Classic Rock,rock,classic rock,0.714,0.62,2,-7.838,1,0.0314,0.536,1.51e-06,0.248,0.899,110.593,137800
The W.S. Walcott Medicine Show - Alternate Mix/Remastered,The Band,13,Capitol Rarities 1968-1977 (Remastered),2015,Southern Rock/Classic Rock,rock,classic rock,0.647,0.764,0,-7.802,1,0.0366,0.81,0.000784,0.333,0.804,98.666,185067
Ophelia - Remastered 2000,The Band,28,Greatest Hits,2000,Southern Rock/Classic Rock,rock,classic rock,0.833,0.704,0,-6.87,1,0.0288,0.675,0.00165,0.328,0.951,92.315,211627
Black Dog - 1990 Remaster,Led Zeppelin,53,Led Zeppelin IV,1971,Southern Rock/Classic Rock,rock,classic rock,0.432,0.848,4,-8.095,0,0.0878,0.274,0.0344,0.233,0.743,81.201,294000
College Days,The Great Divide,32,Revolutions,1999,Southern Rock/Classic Rock,rock,classic rock,0.322,0.863,9,-2.863,1,0.0387,0.306,5.73e-05,0.324,0.54,143.441,227067
Fool in the Rain - 2012 Remaster,Led Zeppelin,40,In Through The Out Door (Deluxe Edition),1979,Southern Rock/Classic Rock,rock,classic rock,0.52,0.912,0,-7.512,1,0.0487,0.124,0.00151,0.239,0.702,131.403,370920
Jet Airliner - 2003 Digital Remaster,Steve Miller Band,0,Jet Airliner,2005,Southern Rock/Classic Rock,rock,classic rock,0.597,0.735,0,-9.214,1,0.0328,0.0603,1.35e-05,0.527,0.907,122.416,268067
The Shape I'm In - Remastered 2000,The Band,54,Stage Fright (Expanded Edition),1970,Southern Rock/Classic Rock,rock,classic rock,0.723,0.672,7,-7.875,1,0.0356,0.243,0.00373,0.299,0.958,128.079,240573
"Paint It, Black - (Original Single Mono Version)",The Rolling Stones,61,Singles 1965-1967,2004,Southern Rock/Classic Rock,rock,classic rock,0.496,0.859,5,-7.927,0,0.0934,0.0135,0.065,0.349,0.768,159.694,224133
Flirtin' With Disaster,Molly Hatchet,0,Southern Rock Gold,2005,Southern Rock/Classic Rock,rock,classic rock,0.266,0.806,9,-7.642,1,0.0513,0.00152,0.0359,0.193,0.737,179.944,299467
The Highway Song,Free,13,Chronicles,2005,Southern Rock/Classic Rock,rock,classic rock,0.501,0.48,0,-12.837,1,0.0285,0.497,0.00088,0.0683,0.693,104.715,255307
Blue Sky,The Allman Brothers Band,0,Gold,2005,Southern Rock/Classic Rock,rock,classic rock,0.504,0.625,4,-9.915,1,0.0273,0.673,0.253,0.325,0.899,95.192,309067
Can't Take It With You,The Allman Brothers Band,0,Gold,2005,Southern Rock/Classic Rock,rock,classic rock,0.438,0.794,2,-10.111,1,0.0599,0.288,0.00709,0.0559,0.729,96.293,214227
Layla,Derek & The Dominos,43,Complete Clapton,2007,Southern Rock/Classic Rock,rock,classic rock,0.405,0.799,5,-6.615,1,0.0635,0.513,0.375,0.221,0.274,113.991,428387
Workin' For MCA,Lynyrd Skynyrd,0,The Complete Collection,2008,Southern Rock/Classic Rock,rock,classic rock,0.253,0.891,9,-7.719,1,0.0784,0.00399,0.000814,0.196,0.837,170.775,287040
Swamp Music,Lynyrd Skynyrd,0,The Complete Collection,2008,Southern Rock/Classic Rock,rock,classic rock,0.402,0.881,9,-7.519,1,0.162,0.0976,0.013,0.0797,0.709,187.739,210987
All I Can Do Is Write About It,Lynyrd Skynyrd,0,The Complete Collection,2008,Southern Rock/Classic Rock,rock,classic rock,0.575,0.408,7,-10.245,1,0.0299,0.185,0.0,0.104,0.448,75.286,262560
Gimme Back My Bullets,Lynyrd Skynyrd,0,The Complete Collection,2008,Southern Rock/Classic Rock,rock,classic rock,0.42,0.78,1,-8.628,1,0.0465,0.314,8.17e-06,0.0785,0.961,168.897,208880
One More Time - Original Version,Lynyrd Skynyrd,0,The Complete Collection,2008,Southern Rock/Classic Rock,rock,classic rock,0.365,0.755,7,-8.621,1,0.0364,0.194,5.79e-05,0.472,0.775,176.039,302440
Truck Drivin' Man - Demo Version,Lynyrd Skynyrd,0,The Complete Collection,2008,Southern Rock/Classic Rock,rock,classic rock,0.589,0.687,4,-10.618,1,0.0304,0.233,9.78e-06,0.198,0.973,136.295,315600
Mr. Banker - Single Version,Lynyrd Skynyrd,0,The Complete Collection,2008,Southern Rock/Classic Rock,rock,classic rock,0.472,0.218,4,-12.376,1,0.0284,0.96,0.0197,0.105,0.353,79.445,319533
Was I Right Or Wrong,Lynyrd Skynyrd,0,The Complete Collection,2008,Southern Rock/Classic Rock,rock,classic rock,0.397,0.343,8,-10.609,0,0.0396,0.12,0.042,0.364,0.443,127.7,323267
My Best Friend's Girl,The Cars,63,The Cars,1978,80s / Classic Rock,rock,classic rock,0.799,0.608,5,-8.193,1,0.0411,0.0811,0.0137,0.102,0.963,121.915,223253
867-5309 / Jenny,Tommy Tutone,43,867-5309 / Jenny,2008,80s / Classic Rock,rock,classic rock,0.73,0.785,2,-7.201,1,0.0456,0.0418,0.00669,0.123,0.724,137.639,231080
Jump - 2004 Remaster,Van Halen,40,Rhino Hi-Five: Metal,2006,80s / Classic Rock,rock,classic rock,0.546,0.843,0,-5.821,1,0.0326,0.12,4.98e-05,0.0618,0.783,129.894,244107
Shot In The Dark,Ozzy Osbourne,0,The Ultimate Sin,1986,80s / Classic Rock,rock,classic rock,0.593,0.771,6,-8.277,1,0.034,0.0107,1.31e-05,0.129,0.644,124.098,256400
Shout at the Devil,Mötley Crüe,0,The Greatest Hits,2009,80s / Classic Rock,rock,classic rock,0.505,0.956,0,-4.62,1,0.0798,0.0184,0.000176,0.103,0.503,94.969,195853
You've Got Another Thing Comin',Judas Priest,0,The Best Of Judas Priest: Living After Midnight,1998,80s / Classic Rock,rock,classic rock,0.473,0.721,11,-8.104,0,0.0363,0.0021,0.000208,0.107,0.563,138.418,305040
Rag Doll,Aerosmith,24,Tough Love: Best Of The Ballads,2011,80s / Classic Rock,rock,classic rock,0.594,0.935,4,-4.796,1,0.049,0.537,0.0,0.0836,0.675,93.448,264947
Wild Side,Mötley Crüe,0,The Greatest Hits,2009,80s / Classic Rock,rock,classic rock,0.59,0.899,0,-4.614,1,0.0363,0.00763,0.000922,0.386,0.442,115.1,281960
Runaway,Bon Jovi,0,Bon Jovi Greatest Hits - The Ultimate Collection,2010,80s / Classic Rock,rock,classic rock,0.474,0.911,9,-3.648,0,0.079,0.00573,2.05e-05,0.138,0.584,152.478,231307
Free Fallin',Tom Petty and the Heartbreakers,2,Anthology: Through The Years,2000,80s / Classic Rock,rock,classic rock,0.587,0.661,5,-6.494,1,0.0241,0.035,0.0,0.0677,0.674,84.307,258360
After Midnight,Eric Clapton,21,The Cream Of Clapton,1995,80s / Classic Rock,rock,classic rock,0.619,0.619,0,-13.185,1,0.0342,0.2,0.0,0.179,0.949,126.941,170733
My Generation - Original Mono Version,The Who,0,Greatest Hits,2009,80s / Classic Rock,rock,classic rock,0.375,0.832,0,-7.009,0,0.0928,0.224,0.000224,0.35,0.764,95.993,197773
Run To The Hills,Iron Maiden,0,Somewhere Back In Time,2008,80s / Classic Rock,rock,classic rock,0.223,0.952,0,-4.635,1,0.0861,0.0123,0.000446,0.216,0.472,173.487,233407
Another One Bites The Dust,Queen,47,Greatest Hits,1981,80s / Classic Rock,rock,classic rock,0.922,0.392,5,-12.083,0,0.122,0.0444,0.165,0.123,0.771,109.878,215933
Roxanne,The Police,3,Every Breath You Take : The Classics,1995,80s / Classic Rock,rock,classic rock,0.607,0.643,5,-11.692,1,0.423,0.0535,2.31e-06,0.038,0.668,133.617,190667
Shake It Up,The Cars,36,Complete Greatest Hits,2002,80s / Classic Rock,rock,classic rock,0.692,0.74,0,-7.466,1,0.0329,0.0723,8.83e-05,0.136,0.864,147.274,215440
I Shot The Sheriff,Eric Clapton,21,The Cream Of Clapton,1995,80s / Classic Rock,rock,classic rock,0.724,0.578,7,-13.588,1,0.0509,0.111,0.00324,0.122,0.664,94.466,263427
I Want You To Want Me,Cheap Trick,0,Cheap Trick/In Color/Heaven Tonight (3 Pak),1977,80s / Classic Rock,rock,classic rock,0.806,0.462,2,-12.778,1,0.0298,0.78,0.0134,0.15,0.736,92.726,191227
You Don't Know How It Feels,Tom Petty,64,Wildflowers,1994,80s / Classic Rock,rock,classic rock,0.765,0.502,9,-7.393,1,0.0321,0.119,0.0011,0.171,0.836,144.204,289440
American Woman,Lenny Kravitz,51,Greatest Hits,2000,80s / Classic Rock,rock,classic rock,0.669,0.7,1,-7.971,1,0.0714,0.024,0.0,0.0782,0.6,83.989,261707
Afe Ato Yen Bio,De Frank Professionals,42,Afro-Beat Airways: Ghana & Togo 1974-1978 (Analog Africa No. 14),2010,Afro Psychedelica,rock,classic rock,0.814,0.856,3,-4.97,1,0.0404,0.404,0.000164,0.147,0.95,122.312,282070
Petit Sekou,Bembeya Jazz National,5,Discothèque 76,1976,Afro Psychedelica,rock,classic rock,0.495,0.744,4,-5.372,0,0.0481,0.173,0.9,0.126,0.652,81.069,355250
Afro Beat Blues (Feat. Ojah),Hugh Masekela,2,Presents the Chissa Years 1965-1975,2006,Afro Psychedelica,rock,classic rock,0.778,0.83,10,-7.093,0,0.072,0.466,0.357,0.111,0.888,95.887,407160
Khala My Friend,Amanaz,37,"Welcome To Zamrock! How Zambia's Liberation Led To a Rock Revolution, Vol. 1 (1972-1977)",2017,Afro Psychedelica,rock,classic rock,0.549,0.517,1,-13.633,1,0.0239,0.113,0.255,0.205,0.635,88.003,200933
Funky Lady,Teddy Chisi,33,"Welcome To Zamrock! How Zambia's Liberation Led To a Rock Revolution, Vol. 1 (1972-1977)",2017,Afro Psychedelica,rock,classic rock,0.711,0.722,9,-8.959,1,0.184,0.639,0.0,0.0505,0.511,128.044,369987
Born Black,Chrissy Zebby Tembo,32,"Welcome To Zamrock! How Zambia's Liberation Led To a Rock Revolution, Vol. 1 (1972-1977)",2017,Afro Psychedelica,rock,classic rock,0.708,0.867,7,-5.188,1,0.0481,0.2,0.116,0.0618,0.786,126.932,197667
Akula Owu Onyeara,The Funkees,42,"Dancing Time, the Best of Eastern Nigeria's Afro Rock Exponents 1973-77 (Soundway Records)",2012,Afro Psychedelica,rock,classic rock,0.701,0.701,5,-10.323,0,0.123,0.525,0.047,0.235,0.884,110.718,448914
Isi Agboncha,The Semi Colon,10,The World Ends: Afro Rock & Psychedelia in 1970s Nigeria,2010,Afro Psychedelica,rock,classic rock,0.736,0.717,9,-7.432,0,0.0436,0.0239,0.208,0.0925,0.872,135.009,327347
Wanna Do My Thing,Matata,34,Feelin' Funky,1994,Afro Psychedelica,rock,classic rock,0.705,0.625,7,-11.963,0,0.0639,0.531,7.73e-06,0.348,0.828,97.831,187800
Fast,Salty Dog,30,"Welcome To Zamrock! How Zambia's Liberation Led To a Rock Revolution, Vol. 1 (1972-1977)",2017,Afro Psychedelica,rock,classic rock,0.584,0.916,4,-5.903,0,0.0339,0.00252,0.168,0.276,0.717,125.814,289387
Running,Blackfoot,35,"Welcome To Zamrock! How Zambia's Liberation Led To a Rock Revolution, Vol. 1 (1972-1977)",2017,Afro Psychedelica,rock,classic rock,0.884,0.86,8,-8.401,1,0.0366,0.8,0.318,0.145,0.833,129.306,234800
Few Bana Zambia,Five Revolutions,33,"Welcome To Zamrock! How Zambia's Liberation Led To a Rock Revolution, Vol. 1 (1972-1977)",2017,Afro Psychedelica,rock,classic rock,0.634,0.98,2,-4.791,1,0.0588,0.882,0.094,0.275,0.511,88.85,262373
Hi Babe,Ngozi Family,31,"Welcome To Zamrock! How Zambia's Liberation Led To a Rock Revolution, Vol. 1 (1972-1977)",2017,Afro Psychedelica,rock,classic rock,0.777,0.721,1,-9.671,1,0.0783,0.916,0.0658,0.0972,0.899,122.657,242613
In the Jungle - Instrumental,The Hygrades,10,Nigeria Rock Special: Psychedelic Afro-Rock & Fuzz Funk in 1970's Nigeria,2009,Afro Psychedelica,rock,classic rock,0.735,0.87,2,-4.916,0,0.0454,0.337,0.218,0.149,0.837,104.287,189107
She's A Dropout,The Apostles,27,"Ivory Music Classics, Vol. 1",2010,Afro Psychedelica,rock,classic rock,0.668,0.675,0,-11.181,1,0.0524,0.137,0.00138,0.0929,0.745,106.271,191533
Gbomei Adesai,The Psychedelic Aliens,27,Psycho African Beat,2010,Afro Psychedelica,rock,classic rock,0.618,0.726,10,-6.502,1,0.0374,0.671,0.418,0.12,0.683,115.918,188587
Kenimania,Monomono,12,Nigeria Rock Special: Psychedelic Afro-Rock & Fuzz Funk in 1970's Nigeria,2009,Afro Psychedelica,rock,classic rock,0.671,0.86,11,-9.071,0,0.0432,0.0847,0.834,0.154,0.901,96.674,277787
Rough Rider,The Hygrades,16,The World Ends: Afro Rock & Psychedelia in 1970s Nigeria,2010,Afro Psychedelica,rock,classic rock,0.715,0.67,2,-7.806,0,0.0348,0.107,0.783,0.0943,0.913,111.877,233853
Greetings,Joni Haastrup,40,Nigeria 70 - Funky Lagos,2009,Afro Psychedelica,rock,classic rock,0.653,0.875,9,-5.232,1,0.125,0.0164,0.0311,0.377,0.789,116.956,373333
Heaven,Ebo Taylor,42,Life Stories,1977,Afro Psychedelica,rock,classic rock,0.655,0.771,9,-7.321,0,0.0517,0.124,0.509,0.0811,0.398,99.567,365693
Secret Agent,Tony Allen,1,Secret Agent,2009,Afro Psychedelica,rock,classic rock,0.721,0.604,10,-10.224,1,0.0302,0.28,0.216,0.225,0.95,119.98,320493
Somebody's Gonna Lose or Win,The Hygrades,8,The World Ends: Afro Rock & Psychedelia in 1970s Nigeria,2010,Afro Psychedelica,rock,classic rock,0.731,0.748,11,-6.886,0,0.0817,0.434,0.00117,0.0742,0.703,102.648,189160
Fefe Naa Efe,Fela Kuti,27,Gentleman,1973,Afro Psychedelica,rock,classic rock,0.77,0.734,1,-8.029,1,0.135,0.602,0.0311,0.143,0.686,93.08,492293
This Hustling World,Gyedu-Blay Ambolley,29,Simigwa,2012,Afro Psychedelica,rock,classic rock,0.697,0.534,7,-10.826,0,0.0567,0.721,1.29e-05,0.32,0.781,110.378,258577
Spoons,Malian Musicians,37,Mali Music,2002,Afro Psychedelica,rock,classic rock,0.285,0.419,9,-13.454,0,0.0427,0.697,0.0205,0.249,0.55,120.026,319293
Fafa,Vieux Farka Touré,0,Fondo,2009,Afro Psychedelica,rock,classic rock,0.441,0.611,10,-5.61,1,0.0314,0.744,0.295,0.168,0.35,92.581,303227
Toumast Tincha,Tinariwen,46,Emmaar,2014,Afro Psychedelica,rock,classic rock,0.494,0.661,10,-7.54,0,0.047,0.486,0.806,0.116,0.204,89.659,260253
Closer To The Heart,Rush,62,A Farewell To Kings,1977,Classic Rock Retrogamer,rock,classic rock,0.373,0.809,2,-9.189,1,0.0744,0.115,2.13e-06,0.653,0.538,145.042,171960
Come Together - 2019 Mix,The Beatles,59,Abbey Road (Super Deluxe Edition),2019,Classic Rock Retrogamer,rock,classic rock,0.536,0.36,9,-10.973,0,0.0408,0.0823,0.167,0.0996,0.147,164.891,260200
Eminence Front,The Who,56,It's Hard,1982,Classic Rock Retrogamer,rock,classic rock,0.697,0.787,5,-9.695,0,0.0305,0.232,0.587,0.0404,0.572,98.066,339107
Good Times Roll,The Cars,60,The Cars,1978,Classic Rock Retrogamer,rock,classic rock,0.607,0.662,4,-9.456,1,0.0278,0.0951,8.27e-05,0.125,0.629,107.643,225853
