track_name,track_artist,track_popularity,track_album_name,playlist_name,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,track_album_release_year,track_album_release_month
Inmortal,Aventura,73,Utopia,Paraiso Tropical,latin,tropical,0.77,0.775,8,-4.65,0,0.0349,0.178,0.0,0.0651,0.848,124.015,256440,2019,4
Vivir Bailando,Silvestre Dangond,67,Vivir Bailando,Paraiso Tropical,latin,tropical,0.846,0.848,5,-4.752,1,0.121,0.104,0.0,0.0837,0.553,91.971,214413,2019,1
Lo Que Te Di,Marc Anthony,64,OPUS,Paraiso Tropical,latin,tropical,0.714,0.891,2,-4.223,1,0.0344,0.608,6.71e-06,0.288,0.652,97.073,241760,2019,5
Hasta Viejitos (feat. Carlos Vives),Alejandro Gonzalez,59,Hasta Viejitos (feat. Carlos Vives),Paraiso Tropical,latin,tropical,0.664,0.849,11,-5.996,1,0.0416,0.015,0.0,0.0559,0.723,81.94,199996,2019,9
"La Plata (Los Ángeles Azules Remix) (Feat. Los Ángeles Azules, Lalo Ebratt)",Juanes,51,La Plata (Los Ángeles Azules Remix),Paraiso Tropical,latin,tropical,0.719,0.665,11,-5.409,0,0.0492,0.0727,0.0,0.33,0.906,84.001,219107,2019,4
Cosas Bonitas,Grupo Niche,54,Cosas Bonitas,Paraiso Tropical,latin,tropical,0.757,0.759,7,-5.928,1,0.0385,0.486,4.1e-06,0.305,0.727,96.052,260632,2019,6
Loma de Cayenas,Vicente Garcia,51,Candela,Paraiso Tropical,latin,tropical,0.839,0.899,5,-5.25,1,0.127,0.342,0.0,0.0969,0.964,129.955,227907,2019,5
La Demanda,Romeo Santos,65,Utopia,Paraiso Tropical,latin,tropical,0.865,0.712,6,-4.519,0,0.0397,0.102,1.22e-06,0.311,0.951,122.021,234480,2019,4
Morir Solo,Prince Royce,67,Morir Solo,Paraiso Tropical,latin,tropical,0.78,0.779,6,-3.369,0,0.0318,0.246,0.0,0.298,0.903,119.982,242343,2019,8
Cántalo,Ricky Martin,72,Cántalo,Paraiso Tropical,latin,tropical,0.708,0.795,1,-4.71,1,0.116,0.0339,0.0,0.362,0.731,95.039,218996,2019,11
Corazón Enamorado,Juan Luis Guerra 4.40,49,Corazón Enamorado,Paraiso Tropical,latin,tropical,0.879,0.488,6,-4.758,1,0.0364,0.763,3.94e-06,0.141,0.888,125.04,189520,2019,4
Canalla,Romeo Santos,68,Utopia,Paraiso Tropical,latin,tropical,0.878,0.875,11,-1.457,0,0.0453,0.148,0.0,0.145,0.902,130.027,225387,2019,4
No Te Contaron Mal,You Salsa,62,No Te Contaron Mal,Paraiso Tropical,latin,tropical,0.64,0.822,7,-5.312,1,0.036,0.0211,0.0612,0.147,0.562,169.928,278824,2019,1
Vallenato Apretao,Silvestre Dangond,60,Vallenato Apretao,Paraiso Tropical,latin,tropical,0.789,0.787,8,-3.931,1,0.0838,0.0951,0.0,0.187,0.575,90.038,158120,2019,10
Payasos,Romeo Santos,66,Utopia,Paraiso Tropical,latin,tropical,0.855,0.698,10,-4.511,0,0.0447,0.245,0.0,0.347,0.906,124.057,203427,2019,4
El Mentiroso,Gente De Zona,5,El Mentiroso,Paraiso Tropical,latin,tropical,0.783,0.84,7,-4.704,0,0.0419,0.0988,0.0,0.0862,0.935,96.983,183613,2019,3
Añoranza,Luis Enrique,39,Tiempo Al Tiempo,Paraiso Tropical,latin,tropical,0.745,0.538,4,-8.922,0,0.136,0.385,0.0,0.0796,0.927,145.662,291533,2019,5
Cariñito,Lila Downs,2,Cariñito,Paraiso Tropical,latin,tropical,0.771,0.638,0,-6.346,1,0.0378,0.129,0.0579,0.236,0.653,98.0,219733,2019,4
Sin Tu Amor,Mr. Don,43,Sin Tu Amor,Paraiso Tropical,latin,tropical,0.723,0.657,7,-7.375,1,0.0338,0.123,0.0492,0.277,0.871,129.947,215500,2019,2
Soltero,Grupo Niche,44,Soltero,Paraiso Tropical,latin,tropical,0.806,0.833,9,-4.397,0,0.0538,0.414,0.0,0.331,0.918,96.717,260432,2019,9
Con los Ojos Cerrados,Milly Quezada,43,Milly & Company,Paraiso Tropical,latin,tropical,0.719,0.875,0,-4.261,1,0.0381,0.141,0.0,0.188,0.921,141.977,220893,2019,5
La Película II,Yan Collazo,39,Salsa Premier,Paraiso Tropical,latin,tropical,0.709,0.802,9,-4.269,0,0.0853,0.651,3.14e-06,0.0507,0.857,177.066,257484,2019,10
Vamos a Escapar - Salsa Version,Alvaro Rod,55,Vamos a Escapar,Paraiso Tropical,latin,tropical,0.728,0.793,1,-5.997,1,0.0429,0.385,1.09e-06,0.3,0.64,99.972,274650,2019,2
Tan Buena,Gente De Zona,64,OTRA COSA,Paraiso Tropical,latin,tropical,0.833,0.831,0,-3.799,1,0.0733,0.0436,0.000346,0.214,0.847,96.024,225107,2019,5
Besos de Amor,Guayacán Orquesta,38,Besos de Amor,Paraiso Tropical,latin,tropical,0.722,0.793,4,-6.161,0,0.063,0.368,1.66e-06,0.038,0.922,172.927,272722,2019,8
Lo Que Yo Quiero,Maía,43,Lo Que Yo Quiero,Paraiso Tropical,latin,tropical,0.694,0.83,0,-5.222,1,0.0369,0.37,9.71e-06,0.194,0.808,93.377,244053,2019,11
Enamórate Bailando,Septeto Acarey,38,Enamórate Bailando,Paraiso Tropical,latin,tropical,0.667,0.941,4,-3.243,0,0.0414,0.63,0.0002,0.325,0.747,173.875,267333,2019,2
Donde Estabas Anoche,Aymee Nuviola,44,Donde Estabas Anoche,Paraiso Tropical,latin,tropical,0.75,0.879,0,-3.606,0,0.0412,0.503,6.35e-05,0.104,0.898,105.012,238712,2019,1
Ahí Ahí,Vicente Garcia,54,Candela,Paraiso Tropical,latin,tropical,0.803,0.557,10,-8.174,1,0.0798,0.58,0.000322,0.0891,0.36,129.919,210920,2019,5
Culpable - Remix / Versión Salsa,Tutto Duran,49,Culpable (Remix / Versión Salsa),Paraiso Tropical,latin,tropical,0.673,0.871,11,-3.316,1,0.044,0.426,0.0,0.171,0.948,95.994,197167,2019,8
Noches de Fantasía - Salsa Mix,Roberto Antonio,33,Noches de Fantasía (Remixes),Paraiso Tropical,latin,tropical,0.692,0.83,5,-4.34,0,0.032,0.347,1.92e-06,0.111,0.961,112.027,241113,2019,10
Soñé Contigo,Anddy Caicedo,45,Soñé Contigo,Paraiso Tropical,latin,tropical,0.795,0.86,8,-5.783,1,0.0469,0.298,2.02e-05,0.336,0.819,102.04,174976,2019,6
El Afortunado,Septeto Acarey,43,El Afortunado,Paraiso Tropical,latin,tropical,0.628,0.81,7,-3.671,1,0.0665,0.666,2.55e-06,0.0598,0.874,189.715,265821,2019,5
Mas de Mi,Tony Succar,48,Mas De Mi,Paraiso Tropical,latin,tropical,0.566,0.82,2,-3.736,1,0.0517,0.481,7.84e-06,0.0836,0.753,92.397,307320,2019,5
Ay De Mi,Luis Enrique,34,Tiempo Al Tiempo,Paraiso Tropical,latin,tropical,0.525,0.554,9,-8.264,1,0.168,0.695,0.0,0.0767,0.738,100.356,282333,2019,5
Perdóname,You Salsa,50,Perdóname,Paraiso Tropical,latin,tropical,0.623,0.88,7,-7.95,1,0.0449,0.114,0.0,0.348,0.859,92.038,222408,2019,9
El Que Siempre Soñó,Issac Delgado,34,El Que Siempre Soñó,Paraiso Tropical,latin,tropical,0.87,0.859,5,-3.373,1,0.037,0.696,6.96e-06,0.0849,0.921,95.042,323682,2019,6
Me Enamoro Mas de Ti,Tony Succar,40,Mas De Mi,Paraiso Tropical,latin,tropical,0.733,0.879,0,-3.909,1,0.0462,0.0281,1.74e-05,0.219,0.7,106.021,270200,2019,5
Alucinado,Jose Carlos Garcia,45,Alucinado,Paraiso Tropical,latin,tropical,0.683,0.764,8,-7.464,1,0.0492,0.196,0.00247,0.115,0.6,170.003,270200,2019,8
Candela,Vicente Garcia,49,Candela,Paraiso Tropical,latin,tropical,0.613,0.805,11,-6.046,0,0.211,0.153,0.0,0.147,0.831,162.995,206719,2019,4
Años Luz,Romeo Santos,62,Utopia,Paraiso Tropical,latin,tropical,0.838,0.641,11,-4.301,0,0.032,0.205,0.0,0.123,0.915,127.989,220320,2019,4
El Tren del Sabor,Tony Succar,40,Mas De Mi,Paraiso Tropical,latin,tropical,0.823,0.846,5,-4.529,1,0.107,0.204,2.38e-05,0.0872,0.925,106.54,279573,2019,5
Lo Que Tú y Yo Vivimos (feat. Gente de Zona) - Ao Vivo,Gusttavo Lima,64,O Embaixador in Cariri - Vol. 1 (Ao Vivo),Paraiso Tropical,latin,tropical,0.673,0.915,0,-4.002,1,0.102,0.224,0.0,0.933,0.41,92.013,237508,2019,10
Me Sale Bien,Pachará,43,Me Sale Bien,Vibra Tropical,latin,tropical,0.817,0.362,9,-8.75,0,0.13,0.895,0.000953,0.104,0.213,78.036,197463,2019,4
Un Bossa +,Zoe Gotusso,56,Un Bossa +,Vibra Tropical,latin,tropical,0.563,0.168,0,-11.752,1,0.0396,0.931,0.0101,0.117,0.6,117.406,86000,2019,1
Ricocó,Ø Suave,45,Ricocó,Vibra Tropical,latin,tropical,0.713,0.726,11,-9.408,1,0.083,0.00081,0.000402,0.103,0.934,160.094,228000,2019,2
Solo Le Dije,Kevin Johansen,51,Algo Ritmos,Vibra Tropical,latin,tropical,0.607,0.535,4,-11.633,1,0.0441,0.638,0.000958,0.0982,0.562,82.057,236362,2019,4
Dividido,Alex Cuba,50,Dividido,Vibra Tropical,latin,tropical,0.836,0.35,5,-9.258,1,0.0576,0.719,1.78e-06,0.108,0.75,147.858,214778,2019,3
¿A Dónde Vas?,La Isla Centeno,44,Miocarditis,Vibra Tropical,latin,tropical,0.727,0.446,7,-11.525,1,0.0358,0.5,0.000313,0.113,0.535,106.001,220827,2019,8
Arráncame - Live,Marissa Mur,49,Arráncame (Live),Vibra Tropical,latin,tropical,0.717,0.734,9,-6.976,1,0.107,0.502,0.0,0.319,0.71,103.004,209987,2019,8
Claridad,El Otro Polo,46,Claridad,Vibra Tropical,latin,tropical,0.823,0.576,10,-8.984,1,0.0684,0.196,6.66e-06,0.105,0.787,150.017,173292,2019,9
Tropical (feat. Ondina),Pachará,40,Tropical,Vibra Tropical,latin,tropical,0.685,0.182,4,-13.156,1,0.0344,0.963,0.0012,0.11,0.157,111.483,195187,2019,5
Ola Adiós,Vacación,47,Ola Adiós,Vibra Tropical,latin,tropical,0.78,0.427,5,-8.867,0,0.0281,0.809,0.00497,0.105,0.826,87.517,183973,2019,8
Viaje Tropical - Live,Marissa Mur,41,Viaje Tropical (Live),Vibra Tropical,latin,tropical,0.673,0.599,1,-8.72,1,0.0523,0.0418,7.65e-06,0.105,0.522,96.866,215060,2019,9
Helado de Mango,Naïa Valdez,45,Helado de Mango,Vibra Tropical,latin,tropical,0.856,0.566,8,-8.137,0,0.119,0.138,0.000437,0.0341,0.788,98.001,208434,2019,3
Ya No Te Quiero,Luz Pinos,47,Ya No Te Quiero,Vibra Tropical,latin,tropical,0.845,0.403,2,-10.56,1,0.046,0.324,0.0832,0.214,0.377,134.987,224293,2019,7
Somos Dos,Pau Sotomayor,42,Somos Dos,Vibra Tropical,latin,tropical,0.725,0.446,5,-9.373,0,0.14,0.842,3.96e-05,0.12,0.856,94.099,217021,2019,9
Wannajuato,Fideo y los del mondo,38,Wannajuato,Vibra Tropical,latin,tropical,0.794,0.172,0,-24.89,1,0.123,0.37,0.00782,0.0783,0.713,89.999,180000,2019,9
Sonreír,KURT,55,Sonreír,Vibra Tropical,latin,tropical,0.895,0.407,6,-11.807,1,0.0542,0.286,1.52e-06,0.126,0.677,119.03,211480,2019,11
Fishaman (feat. Elkin Robinson),Juan Pablo Vega,48,Fishaman (feat. Elkin Robinson),Vibra Tropical,latin,tropical,0.746,0.612,11,-6.809,1,0.304,0.424,0.0,0.0897,0.813,170.119,217828,2019,2
Quisiera,Natalie Perez,49,Quisiera,Vibra Tropical,latin,tropical,0.672,0.745,8,-6.139,1,0.0544,0.624,4.99e-06,0.107,0.766,90.04,234485,2019,9
Aloha,Carlos Sadness,59,Aloha,Vibra Tropical,latin,tropical,0.801,0.901,0,-5.544,1,0.102,0.101,0.000212,0.107,0.597,131.998,187392,2019,11
Sobre La Mesa,Boca Paila,38,Sobre La Mesa,Vibra Tropical,latin,tropical,0.679,0.757,9,-5.217,0,0.0409,0.605,0.00124,0.365,0.927,149.993,202403,2019,6
Quédate,Debi Nova,63,Quédate,Vibra Tropical,latin,tropical,0.894,0.475,6,-6.01,1,0.148,0.431,0.0,0.0802,0.93,120.041,175733,2019,11
Caribeña,Lorena Blume,40,Caribeña,Vibra Tropical,latin,tropical,0.658,0.334,7,-13.731,1,0.129,0.408,1.25e-05,0.67,0.641,80.684,191141,2019,3
Amor De Verano,Vacación,49,Tiempo Compartido,Vibra Tropical,latin,tropical,0.807,0.755,5,-6.341,1,0.0312,0.198,1.02e-05,0.222,0.869,130.016,186387,2019,10
Todo el Día en la Cama,Cheo,40,Todo el Día en la Cama,Vibra Tropical,latin,tropical,0.922,0.652,6,-6.086,0,0.0372,0.654,0.0078,0.34,0.836,100.023,256948,2019,11
Sweet & Gentle - Me Lo Dijo Adela,Flora Martínez,44,Sweet and Gentle - Me Lo Dijo Adela,Vibra Tropical,latin,tropical,0.933,0.452,3,-9.049,1,0.0735,0.645,4.52e-06,0.0795,0.793,123.04,177002,2019,6
Temes,iLe,47,Almadura,Vibra Tropical,latin,tropical,0.677,0.221,6,-13.398,0,0.0461,0.754,0.000192,0.115,0.518,96.038,196985,2019,5
Kumbayeo,Salomón Beda,40,Kumbayeo,Vibra Tropical,latin,tropical,0.844,0.398,9,-10.146,1,0.0553,0.19,0.000268,0.107,0.809,116.058,214000,2019,11
Morena,Maréh,39,Morena,Vibra Tropical,latin,tropical,0.683,0.592,2,-8.196,0,0.052,0.14,4.98e-05,0.0882,0.595,139.979,189228,2019,9
Agua Salada,Los Rumberos,47,Cuba Pintada,Vibra Tropical,latin,tropical,0.724,0.811,7,-6.627,1,0.0435,0.344,0.0,0.842,0.508,103.026,210480,2019,10
Tú,maye,62,Tú,Vibra Tropical,latin,tropical,0.732,0.555,5,-7.973,1,0.0326,0.625,0.0,0.112,0.729,114.981,206612,2019,9
Al Amanecer,MOÜGLI,33,Al Amanecer,Vibra Tropical,latin,tropical,0.698,0.655,11,-9.126,1,0.0587,0.483,0.131,0.105,0.227,91.987,231473,2019,8
Espiritual,Pachará,39,Espiritual,Vibra Tropical,latin,tropical,0.748,0.576,1,-9.138,0,0.0894,0.35,3.63e-06,0.136,0.408,100.01,231275,2019,11
Muerte En Hawaii,Pau Sotomayor,39,Muerte En Hawaii,Vibra Tropical,latin,tropical,0.718,0.382,3,-12.493,1,0.295,0.894,0.0,0.0807,0.88,73.671,186689,2019,9
4am,Marrón,40,4am,Vibra Tropical,latin,tropical,0.595,0.54,6,-6.438,0,0.0261,0.619,0.00411,0.11,0.706,99.022,217996,2019,6
Raúl en el Baúl,India Marte,41,Raúl en el Baúl,Vibra Tropical,latin,tropical,0.699,0.544,9,-9.901,0,0.0544,0.0112,0.0,0.0605,0.829,91.938,188742,2019,6
PERLA,Mitú,41,TANDEM,Vibra Tropical,latin,tropical,0.686,0.82,7,-7.136,1,0.0378,0.00202,0.0513,0.239,0.72,92.004,174882,2019,10
Vértigo,Perotá Chingó,49,Vértigo,Vibra Tropical,latin,tropical,0.71,0.536,9,-10.84,1,0.0427,0.162,0.000275,0.135,0.919,146.947,206752,2019,9
Vaivén,Mirella Cesa,39,Vaivén,Vibra Tropical,latin,tropical,0.644,0.694,5,-7.624,1,0.108,0.0182,0.104,0.133,0.553,175.994,178734,2019,3
Agua,Self Sabotage,37,Visums,Vibra Tropical,latin,tropical,0.583,0.467,4,-10.291,1,0.04,0.629,0.00591,0.302,0.439,160.069,164000,2019,5
Identidad (feat. Ibeyi),Haydee Milanes,40,AMOR Haydée Milanés a dúo con Pablo Milanés (EDICIÓN DELUXE),Vibra Tropical,latin,tropical,0.669,0.372,0,-9.599,0,0.207,0.887,0.0169,0.154,0.821,92.715,267989,2019,5
X,Nana Mendoza,39,X,Vibra Tropical,latin,tropical,0.459,0.172,9,-15.325,0,0.0534,0.935,0.000193,0.171,0.589,172.089,167442,2019,9
Manantial en la Arena,Los Aguas Aguas,42,Manantial en la Arena,Vibra Tropical,latin,tropical,0.443,0.617,11,-5.691,0,0.0397,0.56,0.0,0.298,0.664,90.023,239113,2019,12
Mis Muertos,Julieta Venegas,51,La Enamorada,Vibra Tropical,latin,tropical,0.716,0.658,4,-7.567,1,0.0343,0.325,0.0,0.268,0.815,111.484,141490,2019,11
El Pulque,Primo Son,37,El Pulque,Vibra Tropical,latin,tropical,0.802,0.684,4,-8.296,1,0.0467,0.358,1.36e-06,0.0983,0.845,114.991,185378,2019,11
Como Fuego,Reyna Tropical,42,Como Fuego,Vibra Tropical,latin,tropical,0.762,0.635,1,-7.027,0,0.0665,0.952,0.921,0.116,0.802,134.044,184925,2019,1
Quisiera,Flor de Toloache,42,Indestructible,Vibra Tropical,latin,tropical,0.633,0.349,10,-6.131,1,0.0334,0.582,2.82e-06,0.0949,0.139,80.704,233987,2019,5
La Malquerida,Solovino,36,La Malquerida,Vibra Tropical,latin,tropical,0.776,0.854,8,-4.1,1,0.0308,0.115,0.00156,0.0746,0.802,108.998,231212,2019,5
Colores,GAMBOA,36,Colores,Vibra Tropical,latin,tropical,0.682,0.598,6,-8.55,0,0.0404,0.274,0.00145,0.0483,0.651,160.074,214336,2019,1
Cigarros y Tragos,Los Espiritus,44,Caldero,Vibra Tropical,latin,tropical,0.581,0.556,2,-12.603,0,0.0659,0.66,0.00686,0.37,0.886,91.464,355372,2019,8
De Aquí Pa Allá,Sol Pereyra,35,De Aquí Pa Allá,Vibra Tropical,latin,tropical,0.712,0.829,0,-5.499,1,0.0398,0.193,0.0391,0.358,0.794,100.069,184101,2019,4
Me Gustas Tú,Carolina Camacho,38,Me Gustas Tú,Vibra Tropical,latin,tropical,0.846,0.295,11,-8.81,0,0.0786,0.898,4.64e-06,0.102,0.505,87.974,254318,2019,9
Quema,Sotomayor,44,Quema,Vibra Tropical,latin,tropical,0.837,0.603,2,-6.963,1,0.26,0.0875,1.76e-06,0.0716,0.591,96.916,206148,2019,11
Clandestino (feat. Calypso Rose),Manu Chao,54,Clandestino (feat. Calypso Rose),Vibra Tropical,latin,tropical,0.662,0.672,4,-6.757,0,0.117,0.756,1.87e-06,0.239,0.906,84.791,158715,2019,5
Pánico Cero,King Edi K,39,Pánico Cero,Vibra Tropical,latin,tropical,0.802,0.611,8,-7.521,1,0.0601,0.356,0.91,0.0668,0.546,105.001,262532,2019,5
Guayaba,Anakena,41,Anakena,Vibra Tropical,latin,tropical,0.803,0.616,9,-8.363,1,0.0305,0.502,2.67e-05,0.108,0.787,125.012,212133,2019,10
La Futura,Gio Chamba,36,La Futura,Vibra Tropical,latin,tropical,0.786,0.821,10,-4.663,1,0.155,0.318,0.0,0.0696,0.604,88.002,267494,2019,11
Eres Tú,Mac Gregor,39,Eres Tú,Vibra Tropical,latin,tropical,0.609,0.0926,9,-16.46,0,0.102,0.573,0.0,0.104,0.668,124.395,159840,2019,9
Desierto,Simah,39,Desierto,Vibra Tropical,latin,tropical,0.631,0.674,0,-9.423,1,0.198,0.405,0.0021,0.321,0.408,147.624,173044,2019,3
La Bicicleta,Nana Mendoza,42,La Bicicleta,Vibra Tropical,latin,tropical,0.676,0.205,0,-15.369,1,0.0825,0.916,0.0,0.163,0.761,89.293,226000,2019,9
Scab,Chicano Batman,38,Black Lipstick,Vibra Tropical,latin,tropical,0.482,0.613,4,-8.537,1,0.0797,0.195,6.04e-05,0.0967,0.555,178.202,227600,2019,6
Y Ahora,Mula,38,Y Ahora,Vibra Tropical,latin,tropical,0.8,0.608,7,-9.858,1,0.0501,0.065,0.344,0.128,0.416,105.007,192000,2019,11
El Sueno de Frida,Antonio Garcia Isaac,38,Ambientes,Vibra Tropical,latin,tropical,0.635,0.454,10,-12.242,1,0.039,0.797,0.871,0.111,0.38,111.345,224452,2019,7
Pequeña Niña,Enio Silveti,35,Pequeña Niña,Vibra Tropical,latin,tropical,0.813,0.348,6,-11.803,0,0.0476,0.837,0.000392,0.108,0.843,144.122,202026,2019,5
Esto Es Real (8100mg),Combo Chimbita,39,Esto Es Real (8100mg),Vibra Tropical,latin,tropical,0.601,0.806,8,-4.863,0,0.0321,0.000974,0.206,0.107,0.744,104.928,298520,2019,3
La Primavera,Amparanoia,40,La Primavera,Vibra Tropical,latin,tropical,0.662,0.785,6,-5.466,0,0.119,0.288,0.0,0.166,0.834,83.477,213063,2019,5
Naufragar,Sebastián Romero,37,Naufragar,Vibra Tropical,latin,tropical,0.718,0.327,5,-12.422,1,0.0347,0.66,0.0,0.199,0.668,127.019,194400,2019,12
El Cafetal,Vilamarea,39,El Cafetal,Vibra Tropical,latin,tropical,0.764,0.624,0,-9.586,1,0.0399,0.547,0.833,0.108,0.485,112.016,244660,2019,3
I'll Play The Fool,Claude Fontaine,16,I'll Play The Fool,Vibra Tropical,latin,tropical,0.621,0.713,11,-11.527,0,0.0448,0.57,0.75,0.0958,0.794,175.93,168333,2019,4
BocaRosa,YoSoyMatt,26,Atlas,Vibra Tropical,latin,tropical,0.664,0.27,5,-19.525,1,0.0774,0.77,0.547,0.0947,0.208,180.058,222702,2019,5
Paso a Huella - Captain Planet Remix,Novalima,35,Ch'usay Remixes,Vibra Tropical,latin,tropical,0.759,0.612,10,-6.222,0,0.22,0.0776,0.00798,0.0966,0.528,166.911,207621,2019,12
Oxum,Ley Line,38,Oxum,Vibra Tropical,latin,tropical,0.633,0.444,3,-9.817,1,0.0297,0.415,0.011,0.132,0.583,109.962,210000,2019,9
Chica Fugaz,Ricardo Bendek,37,Chica Fugaz,Vibra Tropical,latin,tropical,0.485,0.621,1,-8.115,0,0.0356,0.507,6.28e-05,0.162,0.414,115.914,138364,2019,10
Sacarte a Bailar,LÚA,50,Sacarte a Bailar,Vibra Tropical,latin,tropical,0.659,0.493,10,-12.454,1,0.151,0.299,2.99e-05,0.0614,0.639,175.993,190909,2019,4
Birthright,Nora En Pure,48,Birthright,Tropical Vibes,latin,tropical,0.642,0.711,11,-9.876,1,0.0361,0.0183,0.921,0.147,0.0366,122.026,183566,2019,5
Sumatra,Nora Van Elken,59,Sumatra,Tropical Vibes,latin,tropical,0.71,0.735,10,-9.098,0,0.0474,0.609,0.961,0.109,0.156,115.998,176308,2019,10
Idiot (SLCT Remix) (Instrumental Version),Nahra,52,SLCT Takeover Vol. 1 (Instrumental),Tropical Vibes,latin,tropical,0.73,0.502,1,-10.699,1,0.0448,0.508,0.846,0.0839,0.463,121.993,191615,2019,9
7 AM,Tomas Skyldeberg,45,7 AM,Tropical Vibes,latin,tropical,0.699,0.779,3,-6.204,0,0.0356,0.049,0.0123,0.22,0.206,109.94,211932,2019,2
Lost Lake,Boomo,53,Lost Lake,Tropical Vibes,latin,tropical,0.71,0.519,8,-11.028,1,0.0444,0.000156,0.911,0.0842,0.588,120.007,210875,2019,3
We Will Get It Right,Brookii,40,Fool Again,Tropical Vibes,latin,tropical,0.874,0.732,1,-6.777,0,0.075,0.0806,0.743,0.135,0.445,123.007,246188,2019,4
Laith,Timna Momentus,33,Myriad,Tropical Vibes,latin,tropical,0.651,0.723,7,-8.136,1,0.0474,0.307,0.923,0.531,0.396,120.01,209000,2019,9
Swerve,Molife,54,Swerve,Tropical Vibes,latin,tropical,0.667,0.564,5,-10.058,0,0.0357,0.505,0.93,0.188,0.264,104.023,191441,2019,5
Leftovers,Jones Meadow,43,Ghosts,Tropical Vibes,latin,tropical,0.827,0.732,11,-8.874,1,0.0601,0.204,0.858,0.0563,0.566,120.002,209313,2019,2
Sunbathing,Dye O,43,Sunbathing,Tropical Vibes,latin,tropical,0.722,0.895,4,-8.407,0,0.0302,0.166,0.865,0.345,0.635,115.013,319598,2019,9
You like It,Gloria Tells,42,You Like It,Tropical Vibes,latin,tropical,0.921,0.483,6,-9.233,1,0.121,0.0722,0.00357,0.102,0.181,120.047,181707,2019,4
I Can't Help That I Miss You Now (Instrumental Version),Basixx,54,I Can't Help That I Miss You Now,Tropical Vibes,latin,tropical,0.733,0.754,7,-6.877,0,0.0919,0.0403,0.457,0.144,0.646,120.022,212727,2019,7
Gonna Save Me,Paisley Pink,44,No Crush,Tropical Vibes,latin,tropical,0.71,0.636,10,-10.493,1,0.0389,0.0523,0.92,0.131,0.437,110.002,239041,2019,3
Past Adventures,Brendon Moeller,37,Fallen Angels,Tropical Vibes,latin,tropical,0.693,0.851,11,-5.751,1,0.0356,0.0365,0.837,0.0878,0.579,124.003,342339,2019,2
Silent (Instrumental Version),Aiyo,51,Silent,Tropical Vibes,latin,tropical,0.844,0.58,8,-9.653,0,0.0745,0.0759,0.845,0.094,0.46,117.992,184854,2019,6
Push,Grennels,53,Push,Tropical Vibes,latin,tropical,0.807,0.668,10,-8.435,0,0.0457,0.0065,0.914,0.121,0.326,120.012,335336,2019,9
Tyto,Okwen,37,Tyto,Tropical Vibes,latin,tropical,0.832,0.756,5,-5.768,1,0.0575,0.57,0.792,0.261,0.143,118.012,222331,2019,7
Ever After,dvine,48,Confessions,Tropical Vibes,latin,tropical,0.694,0.817,3,-7.533,1,0.0464,0.107,0.834,0.146,0.481,120.001,227755,2019,3
Lupino,Magnofield,59,Lupino,Tropical Vibes,latin,tropical,0.864,0.58,9,-8.169,0,0.175,0.462,0.897,0.084,0.424,119.996,200697,2019,7
Easy to Adore You,Mauve,58,Easy to Adore You,Tropical Vibes,latin,tropical,0.759,0.783,11,-7.782,1,0.0473,0.293,0.00216,0.0992,0.11,117.024,160000,2019,12
Blueblurry,Duckmaw,45,Blueblurry,Tropical Vibes,latin,tropical,0.687,0.602,4,-9.08,1,0.155,0.00404,0.0271,0.0654,0.29,117.979,285004,2019,4
Sunbeam,Hallman,40,I'm Going Like,Tropical Vibes,latin,tropical,0.617,0.906,1,-5.533,1,0.0325,0.00557,0.768,0.0838,0.361,126.018,170559,2019,1
Mexico Para Sempre,Il Greco,42,Mexico Para Sempre,Tropical Vibes,latin,tropical,0.807,0.696,11,-8.881,0,0.0494,0.0209,0.875,0.0648,0.487,117.962,182058,2019,4
Lost in Atlantis,Smartface,52,Lost In Atlantis,Tropical Vibes,latin,tropical,0.758,0.574,9,-7.283,0,0.036,0.193,0.921,0.119,0.398,105.001,203625,2019,9
Deserter,Jones Meadow,45,Down Here with You,Tropical Vibes,latin,tropical,0.711,0.873,10,-8.613,0,0.0393,0.0165,0.742,0.16,0.795,120.002,210875,2019,7
Send Me Home,Giants' Nest,38,Sand on Your Face,Tropical Vibes,latin,tropical,0.842,0.632,8,-7.091,1,0.066,0.054,0.828,0.103,0.503,100.019,221621,2019,10
Travellers,Ran the Man,56,Travellers,Tropical Vibes,latin,tropical,0.596,0.585,5,-11.634,0,0.034,0.565,0.904,0.199,0.132,119.002,200078,2019,7
We're the Tide,Giants' Nest,36,We're the Tide,Tropical Vibes,latin,tropical,0.699,0.848,7,-8.385,1,0.0341,0.0161,0.642,0.072,0.364,110.006,213101,2019,5
Don't Say You Don't (Instrumental Version),Particle House,44,Don't Say You Don't,Tropical Vibes,latin,tropical,0.819,0.46,9,-11.799,0,0.201,0.0172,0.908,0.0928,0.677,118.077,194734,2019,6
Portimao,Manic Twister,51,Portimao,Tropical Vibes,latin,tropical,0.622,0.564,10,-14.387,1,0.1,0.474,0.844,0.113,0.298,120.02,206018,2019,9
A Teenage Dream (Instrumental Version),Snake City,37,A Teenage Dream,Tropical Vibes,latin,tropical,0.729,0.793,9,-6.636,0,0.0365,0.192,0.878,0.189,0.197,123.024,251707,2019,9
