track_name,track_artist,track_popularity,playlist_genre,track_album_release_year,track_album_release_month,metrics,value
Forever,Drvmmer,35,r&b,2019,11,danceability,0.592
Saide (Sad Song) - English Version,Gliffo,39,r&b,2019,12,danceability,0.602
Not Alone,Matthew Miller,35,r&b,2019,12,danceability,0.638
Sayonara,Elben,34,r&b,2019,12,danceability,0.688
Mind Is A Prison,Alec Benjamin,82,r&b,2019,12,danceability,0.636
What Makes You Feel That Way About Me,Z'looke,1,r&b,2019,5,danceability,0.758
Honey Dew,LION BABE,51,r&b,2019,3,danceability,0.514
Ready When You Are,Mathilda Homer,40,r&b,2019,2,danceability,0.777
So Lo,Louis Baker,53,r&b,2019,5,danceability,0.814
Want You,Shay Lia,41,r&b,2019,5,danceability,0.662
Lovesick,Jerome Thomas,42,r&b,2019,2,danceability,0.557
The Touch,Otis Junior,39,r&b,2019,6,danceability,0.774
Hot Pearl C (feat. N’Dambi),RC & The Gritz,38,r&b,2019,3,danceability,0.582
Chicago Boy,Ari Lennox,58,r&b,2019,5,danceability,0.675
Jumping Off the Moon,Mac Ayres,52,r&b,2019,5,danceability,0.586
Otherside - Two Another Remix,Young Franco,39,r&b,2019,5,danceability,0.734
Rolling into One,Jordan Rakei,8,r&b,2019,5,danceability,0.742
Goddamn,Deva Mahal,39,r&b,2019,5,danceability,0.672
Peace Of Mind,Hablot Brown,44,r&b,2019,4,danceability,0.747
Cycles,Shafiq Husayn,31,r&b,2019,3,danceability,0.699
New Apartment,Ari Lennox,56,r&b,2019,5,danceability,0.534
What Am I to Do?,Ezra Collective,52,r&b,2019,4,danceability,0.81
Grave,Summer Walker,59,r&b,2019,1,danceability,0.653
I Want You Around,Snoh Aalegra,4,r&b,2019,2,danceability,0.707
SOS,McClenney,5,r&b,2019,2,danceability,0.697
One,Cleo Sol,46,r&b,2019,2,danceability,0.432
Cry Me a River,Nathan Britton,37,r&b,2019,2,danceability,0.639
Treat Me Like I’m All Yours,Sasha Keable,41,r&b,2019,4,danceability,0.436
Cruel,Jeff Bernat,60,r&b,2019,2,danceability,0.704
Grateful,Mahalia,63,r&b,2019,4,danceability,0.655
The News,PARTYNEXTDOOR,70,r&b,2019,11,danceability,0.74
"Guarding The Gates - From ""Queen & Slim: The Soundtrack""",Ms. Lauryn Hill,3,r&b,2019,11,danceability,0.314
Morning,Teyana Taylor,69,r&b,2019,11,danceability,0.579
"Soul Sista - Remix / From ""Queen & Slim: The Soundtrack""",Bilal,37,r&b,2019,11,danceability,0.598
Love... (Her Fault) [feat. Bryson Tiller],Wale,69,r&b,2019,10,danceability,0.59
Money & Power,JoJo2amazing,5,r&b,2019,12,danceability,0.818
"Verify (feat. Young Thug, Gunna)",Jacquees,50,r&b,2019,9,danceability,0.525
How You Want It?,Teyana Taylor,71,r&b,2019,8,danceability,0.492
"Pretty Bitches In The Trap (Extended Remix) (feat. Gucci Mane, Tokyo Jetz & Trouble)",Summerella,47,r&b,2019,6,danceability,0.74
Blame,Bryson Tiller,74,r&b,2019,7,danceability,0.73
Got Me (with Ari Lennox & Omen feat. Ty Dolla $ign & Dreezy),Dreamville,72,r&b,2019,7,danceability,0.664
F You I Love You (feat. Teyana Taylor),KYLE,67,r&b,2019,8,danceability,0.756
Notice Me,JoJo2amazing,5,r&b,2019,10,danceability,0.449
Better With Time,11:11,36,r&b,2019,9,danceability,0.552
Ride (feat. Kehlani),YK Osiris,69,r&b,2019,10,danceability,0.691
Who's,Jacquees,69,r&b,2019,5,danceability,0.693
Purple Emoji (feat. J. Cole),Ty Dolla $ign,72,r&b,2019,5,danceability,0.707
"Got Me (feat. Ari Lennox, Omen, Ty Dolla $ign & Dreezy)",Dreamville,13,r&b,2019,6,danceability,0.679
Title,Kiana Ledé,55,r&b,2019,8,danceability,0.682
Wrong,Luh Kel,76,r&b,2019,4,danceability,0.745
Easy - Remix,DaniLeigh,78,r&b,2019,5,danceability,0.799
Drunk Dialing...LODT,Summer Walker,69,r&b,2019,10,danceability,0.556
Hold You Down,Maleekisking,5,r&b,2019,9,danceability,0.639
In Between,dvsn,56,r&b,2019,7,danceability,0.47
Your Peace (feat. Lil Baby),Jacquees,48,r&b,2019,3,danceability,0.518
Simmer (feat. Burna Boy),Mahalia,67,r&b,2019,7,danceability,0.695
RPG (feat. 6lack),Kehlani,63,r&b,2019,2,danceability,0.758
Broke (feat. JID),Ari Lennox,60,r&b,2019,5,danceability,0.894
Try,SAAKB,27,r&b,2019,4,danceability,0.562
Set You Free (feat. Kelly Price),Wale,48,r&b,2019,10,danceability,0.645
Out Of The Ordinary,Jacquees,55,r&b,2019,11,danceability,0.723
No Lie (feat. WizKid),GoldLink,48,r&b,2019,6,danceability,0.485
Thing Called Love,Kevin Ross,57,r&b,2019,9,danceability,0.674
Holy Ghost,Fantasia,29,r&b,2019,9,danceability,0.637
Secret (feat. YK Osiris),Ann Marie,64,r&b,2019,1,danceability,0.738
Conclusion,NOLAN,39,r&b,2019,6,danceability,0.632
God's Will,DJ Bode,6,r&b,2019,6,danceability,0.793
I Don't Need You,Yady,27,r&b,2019,3,danceability,0.794
Never That,Aquariuz,13,r&b,2019,2,danceability,0.77
Feelings (feat. H.E.R.),Deante' Hitchcock,47,r&b,2019,3,danceability,0.498
Heat (feat. Gunna),Chris Brown,63,r&b,2019,6,danceability,0.62
HOLD UP (feat. Queen Naija),DDG,57,r&b,2019,3,danceability,0.517
Friday,Theblackboyjohn,5,r&b,2019,8,danceability,0.533
Love Riddim,Rotimi,62,r&b,2019,4,danceability,0.781
Let Go,JavyDade,0,r&b,2019,1,danceability,0.739
That's Why I Love You (feat. Sabrina Claudio),SiR,63,r&b,2019,8,danceability,0.634
New Sky (feat. Kadhja Bonet),SiR,55,r&b,2019,8,danceability,0.608
Old Graffiti,Bibio,39,r&b,2019,3,danceability,0.639
By the Pool,Palomo Wendel,43,r&b,2019,2,danceability,0.778
Temptations,Jitwam,25,r&b,2019,3,danceability,0.788
Laguna Limited,ESCHES,35,r&b,2019,2,danceability,0.566
"thank u, next",Adam Neely,38,r&b,2019,4,danceability,0.566
Best Friend,Ady Suleiman,47,r&b,2019,4,danceability,0.708
Old Fashioned,Bruno Major,62,r&b,2019,2,danceability,0.74
Close Enough to Hurt,Rod Wave,50,r&b,2019,10,danceability,0.803
Eternally 12,Melanie Faye,53,r&b,2019,2,danceability,0.713
Flutter,Beau Diako,39,r&b,2019,10,danceability,0.625
Buttermilk,Beau Diako,40,r&b,2019,8,danceability,0.608
Want More,Kevin Lavitt,24,r&b,2019,7,danceability,0.826
Time,Isaiah Sharkey,28,r&b,2019,6,danceability,0.649
skeletons,keshi,65,r&b,2019,7,danceability,0.719
Maldita Abusadora,Paulo Londra,67,r&b,2019,5,danceability,0.781
Road Less Traveled,Fatai,29,r&b,2019,3,danceability,0.817
All We Do,Matt Quentin,49,r&b,2019,1,danceability,0.491
ALAMAIM,DORJ,49,r&b,2019,9,danceability,0.64
Friday (feat. Mané Fernandes),Farnell Newton,12,r&b,2019,3,danceability,0.665
Super Sad Always,Melanie Faye,59,r&b,2019,12,danceability,0.634
**Bonus Track** 861,POSTA,13,r&b,2019,4,danceability,0.66
Say Something,Jordan Rakei,12,r&b,2019,4,danceability,0.712
Alone in the Same Room,PWR CPL,35,r&b,2019,1,danceability,0.451
Old School Heart,Arjuna Oakes,37,r&b,2019,11,danceability,0.548
Balls,Olivia King,22,r&b,2019,6,danceability,0.691
Is It So Wrong,Rachel Mazer,32,r&b,2019,3,danceability,0.738
Glow,Phoebe Day,19,r&b,2019,10,danceability,0.41
Never Let Me Go - Stan Forebee Remix,Mike Casey,35,r&b,2019,3,danceability,0.505
Fantasy,Hana,20,r&b,2019,10,danceability,0.732
Teach Me,Alsogood,22,r&b,2019,11,danceability,0.721
No Way,Tanaë,30,r&b,2019,5,danceability,0.572
mello.w,.SØN,23,r&b,2019,12,danceability,0.561
Heaven,Mal V Moo,17,r&b,2019,11,danceability,0.839
Know What I Want,August Wahh,33,r&b,2019,12,danceability,0.581
Starving,LOVER,20,r&b,2019,8,danceability,0.671
Doing Alright,Bastian Steven,20,r&b,2019,11,danceability,0.803
Special Herbs,Alsogood,20,r&b,2019,11,danceability,0.826
Deep End,Arjuna Oakes,16,r&b,2019,11,danceability,0.502
Granada,500 Year Flood,15,r&b,2019,10,danceability,0.599
Ella,Esmé,19,r&b,2019,8,danceability,0.714
Moon,Masakoi,35,r&b,2019,8,danceability,0.801
Peace,Olivia King,27,r&b,2019,6,danceability,0.713
Madonna,Lexi Todd,15,r&b,2019,7,danceability,0.739
Velcro Shoes,Chameleonize,25,r&b,2019,5,danceability,0.619
Velvet,falcxne,22,r&b,2019,8,danceability,0.788
Symphony,Kay Slice,19,r&b,2019,11,danceability,0.658
All Keeps Falling,Bastian Steven,41,r&b,2019,12,danceability,0.729
Breaking My Rules,Shannon Chapman,21,r&b,2019,9,danceability,0.398
Infinity,Hadassah,18,r&b,2019,2,danceability,0.718
Disconnected,Thilo,28,r&b,2019,5,danceability,0.78
Time,Sebastian Mikael,51,r&b,2019,4,danceability,0.549
Whipped Cream,Ari Lennox,65,r&b,2019,5,danceability,0.741
Lady Lady,Masego,0,r&b,2019,7,danceability,0.638
Almeda,Solange,65,r&b,2019,3,danceability,0.827
BMO,Ari Lennox,67,r&b,2019,5,danceability,0.72
Shea Butter Baby (with J. Cole),Ari Lennox,69,r&b,2019,5,danceability,0.709
Love in the Sky,McClenney,37,r&b,2019,3,danceability,0.654
Speak To Me,Ari Lennox,21,r&b,2019,5,danceability,0.814
Opinions,Gabri V,13,r&b,2019,12,danceability,0.811
Telltale,Cultivo,20,r&b,2019,12,danceability,0.589
Bag Uh Weed,Ehennuhsen,17,r&b,2019,4,danceability,0.76
Don't Dream It's Over - Recorded at Sound Stage Studios Nashville,Lauren Daigle,59,r&b,2019,2,danceability,0.765
How Deep Is Your Love,Stan Taylor,38,r&b,2019,1,danceability,0.456
Before Dark,Such,26,r&b,2019,1,danceability,0.5
The Sapling,David Gray,45,r&b,2019,3,danceability,0.611
Hillside House,Wilder Woods,37,r&b,2019,8,danceability,0.558
I Think of You,Sandra Lynn,42,r&b,2019,9,danceability,0.505
The Way She Loves Him (Live from Cinemusic),Shannon LaBrie,35,r&b,2019,10,danceability,0.456
If You Keep Leaving Me,Anderson East,26,r&b,2019,5,danceability,0.305
Loudness War,Fukkk Offf,33,edm,2019,7,danceability,0.843
Rave,SOVTH,25,edm,2019,12,danceability,0.786
Outlaw,Bassjackers,38,edm,2019,11,danceability,0.674
Bang,RICCI,59,edm,2019,12,danceability,0.876
My Shit Bang,Awnix & Toobaï,30,edm,2019,11,danceability,0.941
Get Away (feat. Rama Duke),Breathe Carolina,53,edm,2019,6,danceability,0.516
2020 - Radio Edit,Chris Burke,30,edm,2019,12,danceability,0.569
I Want to Know,Divite,42,edm,2019,12,danceability,0.558
Flowers - RudeLies Remix,Jacob Tillberg,52,edm,2019,9,danceability,0.655
What to Do,GLDN,53,edm,2019,9,danceability,0.705
Dancing,Wolvero,32,edm,2019,12,danceability,0.765
Carry On,F.O.O.L,36,edm,2019,4,danceability,0.74
425,Friz,28,edm,2019,12,danceability,0.852
Young Ones - RudeLies Remix,Avenza,52,edm,2019,10,danceability,0.661
Waiting For Love,Brooks,60,edm,2019,7,danceability,0.57
De bara jag här,Nørd,25,edm,2019,10,danceability,0.81
Promisers,Stone Forte,23,edm,2019,12,danceability,0.641
Out of this,Teal Sky,21,edm,2019,12,danceability,0.774
Get Wkd,Sesco,24,edm,2019,4,danceability,0.646
Take A Sip - Dodge & Fuski Remix,Naeleck,49,edm,2019,3,danceability,0.617
Purgatory,Ryllz,42,edm,2019,11,danceability,0.698
The Universe Is Yours (feat. Micah Martin),ARMNHMR,48,edm,2019,11,danceability,0.319
The Violence - Sikdope Remix,Asking Alexandria,51,edm,2019,12,danceability,0.578
Let The Bass,Sesco,25,edm,2019,4,danceability,0.738
Grimey,Tony Romera,25,edm,2019,3,danceability,0.639
Hands Tied Down - Luhv & Friz Remix,Zuma.,27,edm,2019,10,danceability,0.883
What You Wanted,The Keymakers,32,edm,2019,12,danceability,0.777
Hold On (feat. Michel Zitron),Martin Garrix,75,edm,2019,12,danceability,0.422
Sweater Weather,Gaullin,69,edm,2019,11,danceability,0.57
Young Money,DubVision,61,edm,2019,9,danceability,0.661
Unlove You (feat. Ne-Yo) - Club Mix,Armin van Buuren,43,edm,2019,12,danceability,0.498
Something Like That,Mike Candys,35,edm,2019,12,danceability,0.722
Never Be The Same,Tritonal,57,edm,2019,9,danceability,0.504
All Night Long,Jonas Blue,67,edm,2019,11,danceability,0.572
Go To War,Hardwell,63,edm,2019,11,danceability,0.553
Nothing Else (When I Think Of You) - Steff da Campo Remix,Joe Stone,41,edm,2019,12,danceability,0.724
Perfect (feat. Haris) - LUM!X Remix,Lucas & Steve,59,edm,2019,11,danceability,0.723
Over It,Audien,53,edm,2019,11,danceability,0.617
Stop,RetroVision,56,edm,2019,12,danceability,0.615
Moving Mountains (feat. Ollie Green) - GATTÜSO Remix,Disco Fries,36,edm,2019,10,danceability,0.641
Don't Worry (feat. Aloe Blacc),Mesto,66,edm,2019,11,danceability,0.741
Without You,Thomas Gold,44,edm,2019,11,danceability,0.518
In My Arms (feat. Norma Jean Martine),The Him,57,edm,2019,11,danceability,0.722
We Found Love - Zack Martino & Kastra Remix,Sultan + Shepard,55,edm,2019,9,danceability,0.57
Faith (with Dolly Parton) [feat. Mr. Probz] - Jewelz & Sparks Remix,Galantis,46,edm,2019,11,danceability,0.72
All To Me (feat. Lola Rhodes),Deekey,46,edm,2019,8,danceability,0.599
Find You,ARTY,57,edm,2019,9,danceability,0.615
Beast (All as One),Dimitri Vegas & Like Mike,71,edm,2019,11,danceability,0.333
Used To Love (with Dean Lewis) - SWACQ Remix,Martin Garrix,58,edm,2019,12,danceability,0.765
Drop It,Tujamo,69,edm,2019,9,danceability,0.747
I'll Be Here For You,Sick Individuals,57,edm,2019,9,danceability,0.506
All The Time,Marc Benjamin,58,edm,2019,12,danceability,0.644
Ghost - The Him Remix,Au/Ra,44,edm,2019,12,danceability,0.591
Wild Mind (feat. Tiffany Blom),Jay Hardway,41,edm,2019,11,danceability,0.574
Never Never (feat. Indiiana) - Skytech Remix,Drenchill,45,edm,2019,12,danceability,0.71
No Sleep (feat. Bonn) - DubVision Remix,Martin Garrix,69,edm,2019,12,danceability,0.584
Where Are You Now,Stadiumx,46,edm,2019,11,danceability,0.607
After Hours - OFFAIAH Remix,M-22,35,edm,2019,12,danceability,0.742
Monster (feat. Junior Funke),Blasterjaxx,53,edm,2019,11,danceability,0.609
Daydreams,ARTY,53,edm,2019,10,danceability,0.564
There For You - ARTY Remix,Gorgon City,50,edm,2019,11,danceability,0.517
Beat Of Your Heart,Disco Fries,39,edm,2019,11,danceability,0.65
You Got The Love,Keanu Silva,62,edm,2019,10,danceability,0.744
Outlaws,Manse,50,edm,2019,10,danceability,0.448
Never Forget - Nicky Romero Edit,Trilane,45,edm,2019,9,danceability,0.511
Nobody Like You - RetroVision Flip,Landis,57,edm,2019,9,danceability,0.745
I Don't Care (feat. Robin Valo),Ummet Ozcan,52,edm,2019,10,danceability,0.603
Make It To Heaven (with Raye),David Guetta,72,edm,2019,11,danceability,0.587
Hit The Flow,Landis,57,edm,2019,10,danceability,0.817
Lambo,DubVision,55,edm,2019,12,danceability,0.772
Take Me Home,KAAZE,53,edm,2019,12,danceability,0.705
Symphony - Taim Remix,Flux Pavilion,41,edm,2019,7,danceability,0.658
Infinite,Habstrakt,51,edm,2019,6,danceability,0.69
I Dare You,Jauz,55,edm,2019,6,danceability,0.634
GUD VIBRATIONS - Habstrakt Remix,NGHTMRE,57,edm,2019,9,danceability,0.681
MADDEN,JOYRYDE,57,edm,2019,8,danceability,0.743
Earthquake (feat. Bok Nero) - Luca Lush Remix,QUIX,46,edm,2019,3,danceability,0.725
Thunder,Jauz,44,edm,2019,8,danceability,0.553
Novocaine,Valentino Khan,50,edm,2019,1,danceability,0.674
Diggid,TYNAN,42,edm,2019,6,danceability,0.75
IM GONE,JOYRYDE,62,edm,2019,2,danceability,0.664
Smoke,Toby Green,53,edm,2019,6,danceability,0.68
The One,Habstrakt,50,edm,2019,8,danceability,0.779
So Fly,Moksi,1,edm,2019,6,danceability,0.875
Old School Sound,Cesqeaux,36,edm,2019,6,danceability,0.69
Deep Inside,LOOPERS,38,edm,2019,5,danceability,0.783
Fuji Opener,Skrillex,58,edm,2019,7,danceability,0.662
REDLIGHT - Holy Goof Remix,NGHTMRE,50,edm,2019,7,danceability,0.689
Warp 1.9 (feat. Steve Aoki) - QUIX Remix,The Bloody Beetroots,51,edm,2019,8,danceability,0.659
Remember,Magnificence,47,edm,2019,5,danceability,0.54
EDM O' CLOCK,TV Noise,50,edm,2019,2,danceability,0.805
True G (feat. BRUX),Matroda,35,edm,2019,3,danceability,0.843
Give It to Me,Yellow Claw,47,edm,2019,3,danceability,0.607
No Retreat,Destructo,57,edm,2019,5,danceability,0.759
Kung Fu,Dr. Fresch,51,edm,2019,1,danceability,0.838
Ratata,TV Noise,38,edm,2019,2,danceability,0.893
ALT.COLOUR,Blanke,34,edm,2019,2,danceability,0.598
Fangs,Ghastly,46,edm,2019,7,danceability,0.705
Broken By You,ATRIP,34,edm,2019,4,danceability,0.641
Shake,Zeds Dead,49,edm,2019,9,danceability,0.501
Lasagne,Habstrakt,43,edm,2019,7,danceability,0.77
Revolt,Malaa,56,edm,2019,5,danceability,0.737
Flip It,Curbi,47,edm,2019,5,danceability,0.815
Shook Up,Axel Boy,35,edm,2019,3,danceability,0.73
Another Day (feat. Kaleena Zanders),Matroda,38,edm,2019,5,danceability,0.762
Check Me Out,Brooke Evers,55,edm,2019,3,danceability,0.808
Good Idea,SLATIN,38,edm,2019,2,danceability,0.861
Can't Lose,DISTO,50,edm,2019,6,danceability,0.499
Heavy,The Bloody Beetroots,35,edm,2019,6,danceability,0.653
Get Dirty,Brooke Evers,57,edm,2019,6,danceability,0.781
Raindrops,Sikdope,54,edm,2019,4,danceability,0.546
Static Theory,Wax Motif,46,edm,2019,1,danceability,0.755
Tekno,Moksi,34,edm,2019,3,danceability,0.846
Wildchild,The Bloody Beetroots,34,edm,2019,6,danceability,0.699
Step Back (VIP Mix),Chocolate Puma,40,edm,2019,4,danceability,0.822
Ectoplasm,Wolfgang Gartner,37,edm,2019,2,danceability,0.626
DatDatDat,BROHUG,44,edm,2019,4,danceability,0.729
Fkn Face,The Bloody Beetroots,35,edm,2019,6,danceability,0.637
Bounce,Firebeatz,49,edm,2019,5,danceability,0.742
Frequency 75,DJ Snake,51,edm,2019,7,danceability,0.664
NEW WIP - Chris Lorenzo Remix,Boombox Cartel,46,edm,2019,9,danceability,0.922
Run,ShockOne,43,edm,2019,6,danceability,0.564
SouthSide (feat. Eptic),DJ Snake,63,edm,2019,7,danceability,0.571
In The Cut,Good Times Ahead,9,edm,2019,8,danceability,0.807
Sirius,Cityzen,35,edm,2019,5,danceability,0.725
Definition of House Music,The Bloody Beetroots,37,edm,2019,6,danceability,0.573
Kulio - Bonus Track,Matroda,39,edm,2019,8,danceability,0.804
If Only,Carta,40,edm,2019,2,danceability,0.774
Old School,Victor Tellagio,37,edm,2019,3,danceability,0.656
Walking On Water,Albin Myers,41,edm,2019,3,danceability,0.845
28 Grams,Wolfgang Gartner,39,edm,2019,5,danceability,0.713
Squeaky,Born Dirty,32,edm,2019,5,danceability,0.801
Need A Beat,YounG (KO),30,edm,2019,6,danceability,0.781
They Call Me,Matroda,28,edm,2019,3,danceability,0.897
Gangsterdam - Lady Bee Remix,Oliver Twizt,39,edm,2019,6,danceability,0.75
Giving Up (feat. Jaden Michaels) - Krischvn Remix,QUIX,31,edm,2019,3,danceability,0.823
Altair,Kindrid,37,edm,2019,4,danceability,0.48
That Beat,Matroda,28,edm,2019,3,danceability,0.758
Feel It,Brooke Evers,33,edm,2019,4,danceability,0.886
Oldskool,Tony Romera,35,edm,2019,2,danceability,0.707
Exterminate,Pegboard Nerds,36,edm,2019,9,danceability,0.572
Mork,The Bloody Beetroots,33,edm,2019,6,danceability,0.637
You Can,Matroda,33,edm,2019,5,danceability,0.876
Snowstorm,Borgore,37,edm,2019,9,danceability,0.853
Barrel Roll,Feed Me,36,edm,2019,2,danceability,0.663
PLAY,Tokyo Machine,52,edm,2019,2,danceability,0.74
Move It,Alenn,31,edm,2019,5,danceability,0.693
The One,Matroda,40,edm,2019,6,danceability,0.778
Jump Out,Axel Boy,31,edm,2019,2,danceability,0.619
Rush,BROHUG,39,edm,2019,2,danceability,0.678
Sun Chaser,No Mana,36,edm,2019,1,danceability,0.725
RAWSIDE,GRAVEDGR,48,edm,2019,6,danceability,0.59
EDM Sucks,Showtek,9,edm,2019,10,danceability,0.502
Punk'd,Haus of Panda,53,edm,2019,5,danceability,0.676
MOSHI,Pegboard Nerds,50,edm,2019,7,danceability,0.694
homesoon.,jamesjamesjames,38,edm,2019,12,danceability,0.753
The Gold Line,Swardy,34,edm,2019,12,danceability,0.776
Where Are You,MR TOUT LE MONDE,36,edm,2019,12,danceability,0.625
B 612,Nhyx,38,edm,2019,12,danceability,0.684
Puff Lah,KAYTRANADA,64,edm,2019,12,danceability,0.707
Noir,QQUN,43,edm,2019,2,danceability,0.674
Sudden Changes,Niva,30,edm,2019,6,danceability,0.621
Clarity,Model Man,53,edm,2019,7,danceability,0.628
Just,Lane 8,64,edm,2019,12,danceability,0.656
Palais royal,Triomphe,36,edm,2019,12,danceability,0.72
So Over,Kid Francescoli,46,edm,2019,12,danceability,0.39
Mind,Mar Vei,51,edm,2019,3,danceability,0.667
Cool Mind,Niwel,22,edm,2019,12,danceability,0.48
HIGH,BAYNK,54,edm,2019,11,danceability,0.738
Daymarks,Catching Flies,52,edm,2019,10,danceability,0.579
Memory,2 Man Embassy,45,edm,2019,12,danceability,0.74
Cruise,Clément Leroux,52,edm,2019,6,danceability,0.631
Shatter,BAYNK,36,edm,2019,5,danceability,0.7
Right Here,doVicente,24,edm,2019,11,danceability,0.863
Golden Record,TEEMID,51,edm,2019,5,danceability,0.675
Encore,MR TOUT LE MONDE,28,edm,2019,11,danceability,0.718
I Need,Lvne,33,edm,2019,11,danceability,0.814
Tell Me,Adon,58,edm,2019,11,danceability,0.577
Yŭ - Pt. 2,Catching Flies,37,edm,2019,11,danceability,0.537
Sally,Prigida,23,edm,2019,9,danceability,0.631
Pont des arts,Triomphe,30,edm,2019,11,danceability,0.73
We found another earth,Diskay,51,edm,2019,9,danceability,0.708
Can't Lose You,Lonely in the Rain,31,edm,2019,11,danceability,0.678
Stripes,Ben Esser,41,edm,2019,9,danceability,0.533
Say Hi from Me,iamalex,32,edm,2019,5,danceability,0.787
Bastille,Triomphe,36,edm,2019,5,danceability,0.642
Radio Snow,Forester,33,edm,2019,9,danceability,0.511
Play Me,PLÜM,51,edm,2019,10,danceability,0.675
Yr Love - Midnight Version,Roosevelt,40,edm,2019,9,danceability,0.805
Find Love,DJ Counselling,21,edm,2019,10,danceability,0.718
Wake up with You,Emerson Leif,42,edm,2019,10,danceability,0.766
Night Time,MR TOUT LE MONDE,44,edm,2019,9,danceability,0.718
April,Jonas Langer,33,edm,2019,7,danceability,0.688
Paris,MXMS,47,edm,2019,2,danceability,0.87
Coquillages & crustacés,Notre Dame,31,edm,2019,6,danceability,0.855
Triángulo,Les Gordon,53,edm,2019,10,danceability,0.71
Notre-dame,Triomphe,44,edm,2019,9,danceability,0.668
blue,Pools,40,edm,2019,1,danceability,0.761
On & On,Lonely in the Rain,52,edm,2019,9,danceability,0.627
Down,Swardy,46,edm,2019,9,danceability,0.705
On Your Side,Matter Of Tact,32,edm,2019,4,danceability,0.672
Sacré cœur,Triomphe,27,edm,2019,8,danceability,0.574
Beta,Model Man,35,edm,2019,9,danceability,0.655
Place de l'étoile,Triomphe,33,edm,2019,6,danceability,0.661
Silver Linings,Catching Flies,39,edm,2019,7,danceability,0.546
Cold Heart,Lonely in the Rain,27,edm,2019,6,danceability,0.69
Eos,Mazoulew,31,edm,2019,3,danceability,0.648
Stronger,Lonely in the Rain,43,edm,2019,7,danceability,0.684
Falling Back,Roosevelt,54,edm,2019,3,danceability,0.552
Old Love,PLÜM,35,edm,2019,8,danceability,0.789
Breathe,Lonely in the Rain,57,edm,2019,3,danceability,0.625
Bunker,Dave Knud,47,edm,2019,7,danceability,0.778
Hypnotize,PARTY SHIRT,45,edm,2019,8,danceability,0.813
Thinking About You,GLDN,59,edm,2019,4,danceability,0.743
Don't Tell Me S***,"LAST 60""",44,edm,2019,5,danceability,0.879
Hallucination,Vidojean X Oliver Loenn,37,edm,2019,12,danceability,0.609
Tide,Jonny Joel,34,edm,2019,12,danceability,0.798
"Oh, Baby!",NR:TN,28,edm,2019,6,danceability,0.81
Alternate Paths - Teenage Mutants Radio Edit,DeVante,36,edm,2019,9,danceability,0.706
Thinkin Bout You,Sep,43,edm,2019,11,danceability,0.563
Bleu Chanel (Na-No Remix),ARIA,41,edm,2019,4,danceability,0.803
In Our Hands,Green Lake Project,37,edm,2019,12,danceability,0.725
Moyocoyotzin,GIGEE,39,edm,2019,10,danceability,0.68
Bad Kind (feat. Sash Sings),Alfred Beck,41,edm,2019,12,danceability,0.696
More Love,Jonny Joel,28,edm,2019,12,danceability,0.782
Loud,Ravek,36,edm,2019,11,danceability,0.727
Move On,RQntz,41,edm,2019,6,danceability,0.745
Koi,Furia,41,edm,2019,9,danceability,0.628
Mo Fo,Koos,37,edm,2019,11,danceability,0.7
Granular,Spieltape,31,edm,2019,9,danceability,0.82
Space Chants,Spieltape,37,edm,2019,9,danceability,0.813
All About Us - Klaas Remix,Allegra,40,edm,2019,11,danceability,0.689
Meant To Be - R.Braga & Drooper Remix,GöW,42,edm,2019,11,danceability,0.721
Only Now,Pastiche,29,edm,2019,11,danceability,0.685
Happiness - Wave Pilots Remix Edit,Hotway,28,edm,2019,5,danceability,0.654
Genesis - Miami Mix,Austin Pettit,30,edm,2019,12,danceability,0.549
Thats my word,Lewis Monbarn,29,edm,2019,11,danceability,0.831
Trixx,Olivier C,32,edm,2019,11,danceability,0.688
Take It All the Way,Xavier White,39,edm,2019,11,danceability,0.721
Oversized,Kramder,28,edm,2019,12,danceability,0.79
Buoy,RICCI,54,edm,2019,10,danceability,0.808
Helix,Austin Pettit,29,edm,2019,12,danceability,0.723
You Could Be Mine,Audax,44,edm,2019,10,danceability,0.649
Whenever,JSTEF,41,edm,2019,12,danceability,0.376
Dance With Me,Kyle Kinch,21,edm,2019,12,danceability,0.839
The Line,Audax,44,edm,2019,11,danceability,0.678
One Of These Nights - Timothy Allen Remix,Peter Luts,31,edm,2019,11,danceability,0.679
My House - Vacuii Radio Edit,Bronx Cheer,25,edm,2019,11,danceability,0.808
Sam Smith,Dan McKie,36,edm,2019,12,danceability,0.746
For the Night,VINNE,42,edm,2019,1,danceability,0.748
Rift Valley,K.E.E.N.E.,29,edm,2019,11,danceability,0.372
Public Enemy,CastNowski,34,edm,2019,12,danceability,0.748
Inconsolable Soldier - Cevin Fisher Remix,Jay Hill,26,edm,2019,12,danceability,0.657
I Like It - Original Mix,Fin & Stanley,27,edm,2019,10,danceability,0.853
Housy Things,DSN,33,edm,2019,12,danceability,0.84
Zewditu,Bob Gordon,44,edm,2019,11,danceability,0.8
Bingo,Palm Vision,18,edm,2019,4,danceability,0.571
To Be a Bird (Domscott Remix),The Groove Project,28,edm,2019,12,danceability,0.65
Cloudless,Faucon,33,edm,2019,10,danceability,0.727
Yes,13-Side,25,edm,2019,12,danceability,0.814
Bullerengue,K.E.E.N.E.,32,edm,2019,12,danceability,0.808
Free Falling,VINNE,43,edm,2019,11,danceability,0.716
